Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recarea/?recid=40400 target=""_blank"">Blast Edge Viewpoint; Monument Entry</a>","Blast Edge Viewpoint; Monument Entry",,Gifford Pinchot National Forest,,,,,Attraction,Interpretive Site,Natural Science Interpretive Site,Owner: USFS,Free - No fee or pass,,"Features: Interpretive Signs, Scenic View",,,,"On the ""fringe"" of the blastzone, this site offers an introduciton to east side Mount St. Helens visitors. You can see the standing dead trees that mark the edge of the blast zone.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.299050,-122.050044,Interpretive Center or Site
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recreation/recarea/?recid=41616 target=""_blank"">Miners Car Interpretive Center</a>",Miners Car Interpretive Center,,Gifford Pinchot National Forest,,,Season: Summer to Fall,,Attraction,Interpretive Site,History Interpretive Site,Owner: USFS,Pass: Northwest Forest Pass,,Features: Interpretive Signs,,Elevation: 3600 ft,,"This is the site of the remains of a car that was blasted by the 1980 eruption. The power of the blast tossed the car around like a toy filling it with sand and rocks. The car was owned by four miners, who were killed in a cabin near by on May 18, 1980.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.296393,-122.075768,Interpretive Center or Site
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/fishing/recarea/?recid=40398&actid=42 target=""_blank"">Coldwater Lake Picnic and Boating Area.</a>",Coldwater Lake Picnic and Boating Area.,,Gifford Pinchot National Forest,,,,,Recreation Facilities,Picnic or Day Use Area,Picnic Area,Owner: USFS,Pass: Northwest Forest Pass,"Amenities: Bathroom, Picnic Tables, Potable Water","Features: Interpretive Signs, Lake Access, No Motorized Boats","Facilites: Boat Launch, Trailhead","Elevation: 2500 ft; Parking: Large parking area","Summer Sports: Boating, Fishing, Hiking, Kayaking","Coldwater Lake Recreation Area is in the heart of the blast zone. Experience the effect the May 18, 1980 eruption had on the Coldwater Valley. Walk on the .25 miles Birth of a Lake  Interpretive Trail and enjoy close up views of this 20 year-old lake.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.290942,-122.266702,Picnic Area or Viewpoint
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recreation/recarea/?recid=41615 target=""_blank"">Meta Lake Interpretive Center</a>",Meta Lake Interpretive Center,,Gifford Pinchot National Forest,,,Season: Summer to Fall,,Attraction,Interpretive Site,Natural Science Interpretive Site,Owner: USFS,Pass: Northwest Forest Pass,,Features: Interpretive Signs,,Elevation: 3600 ft,,A short paved trail leads to this emerald lake teeming with life.  30 min Interpretive talks are offered daily during the summer.  Come and hear stories about plant and animal survivors and new arrivals.,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.295842,-122.078237,Interpretive Center or Site
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/hiking/recarea/?recid=47028&actid=50 target=""_blank"">Hummock/Boundary Trailhead</a>",Hummock/Boundary Trailhead,,Gifford Pinchot National Forest,,,Season: Spring to Fall (Best),,Recreation Access,Trail Access,Trailhead,Owner: USFS,Free - No fee or pass,,,Facilites: Trails,"Elevation: 2400 ft; Parking: Ample Parking",Summer Sports: Hiking,"This trailhead provides access to Humocks Trail (229), Boundary Trail (1).","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.286749,-122.271438,Trail Access
,"<a href=http://www.wta.org/go-hiking/hikes/talus-rock-trail target=""_blank"">South Coldwater Trailhead</a>",South Coldwater Trailhead,,Gifford Pinchot National Forest,,,Season: Summer to Fall (Best),,Recreation Access,Trail Access,Trailhead,Owner: USFS,Free - No fee or pass,,,Facilites: Trails,Elevation: 2700 ft,"Summer Sports: Hiking, Mountain Biking",,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.285825,-122.253428,Trail Access
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/camping-cabins/recarea/?recid=31332&actid=29 target=""_blank"">Killen Creek Campground</a>",Killen Creek Campground,,Gifford Pinchot National Forest,,,Season: Spring to Fall,,Recreation Facilities,Camping,Campground,"Owner: USFS; Manager: Private",Fee: $12/night,Amenities: No Potable Water,Features: Wildlife Viewing,,"Standard Campground; 9 campsites; Elevation: 4449 ft",Summer Sports: Camping,This campground is located near a wilderness trailhead.,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.294320,-121.549614,Camping
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/hiking/recarea/?recid=31274&actid=50 target=""_blank"">Elk Pass (Boundary) Trailhead</a>",Elk Pass (Boundary) Trailhead,,Gifford Pinchot National Forest,,,,,Recreation Access,Trail Access,Trailhead,Owner: USFS,Free - No fee or pass,Amenities: No Potable Water,,,,"Summer Sports: OHVing; Other Allowed Uses: Hiking, Horseback Riding",,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.288990,-121.967987,Trail Access
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/hiking/recarea/?recid=31238&actid=50 target=""_blank"">Chain-of-Lakes Campground</a>",Chain-of-Lakes Campground,,Gifford Pinchot National Forest,,,,,Recreation Facilities,Camping,Campground,Owner: USFS,,,,,Standard Campground,,Small campground with three sites near Chain-of-Lakes,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Verify,46.292883,-121.596700,Camping
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recarea/?recid=47031 target=""_blank"">Independence Pass Trailhead</a>",Independence Pass Trailhead,,Gifford Pinchot National Forest,,,,,Recreation Access,Trail Access,Trailhead,Owner: USFS,Pass: Northwest Forest Pass,,,Facilites: Trails,,Summer Sports: Hiking,"This trailhead provides access to the Independence Pass Trail (227), the Independence Ridge Trail (227A) and a short hike to an interpretive view point of Spirit Lake.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.282025,-122.096527,Trail Access
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/camping-cabins/recarea/?recid=31370&actid=29 target=""_blank"">Olallie Lake Campground</a>",Olallie Lake Campground,,Gifford Pinchot National Forest,,,Season: Spring to Fall,,Recreation Facilities,Camping,Campground,"Owner: USFS; Manager: Private","Fee: $12 single site; $6 extra vehicle",Amenities: No Potable Water,Features: Wildlife Viewing,,"Standard Campground; 5 campsites; Elevation: 4252 ft","Summer Sports: Fishing, Kayaking, OHVing","This campground, on the shores of Ollalie Lake , offers several small sites and one larger area with room for RVs.  The sites offer scenic views of Mt. Adams across the lake.  At least four miles of gravel road lead to the campground.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.288970,-121.619008,Camping
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recarea/?recid=47023 target=""_blank"">Cascade Peaks Interpetive Site</a>",Cascade Peaks Interpetive Site,,Gifford Pinchot National Forest,,Hours: Open Thursday through Sundays from 11 a.m. until 5 p.m. through the end of September.,Season: Spring to Fall,,Attraction,Museum,Science Interpretive Center,Owner: USFS,Free - No fee or pass,"Amenities: Bathroom, Serves Food, Store",Features: Interpretive Signs,,Elevation: 3700 ft,,"Located northeast of the volcano near Windy Ridge, Cascade Peaks offers books, interpretive materials, snacks and drinks and visitor information. Northwest Forest Annual and Day Passes are available for purchase here.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.281967,-122.080510,Interpretive Center or Site
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recarea/?recid=31562 target=""_blank"">Johnson Ridge Observatory</a>",Johnson Ridge Observatory,,Gifford Pinchot National Forest,,"Hours: 10-6 daily mid-May-October, Closed November-Mid May",Season: Spring to Fall,,Attraction,Museum,Science Interpretive Center,Owner: USFS,Pass: Northwest Forest Pass,"Amenities: Bathroom, Serves Food, Store","Features: Interpretive Signs, Scenic View",,,,"Located in the heart of the blast zone, the observatory hosts interpretive displays that tell the biological, geological, and human story of Mount St. Helens.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.276732,-122.216403,Interpretive Center or Site
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/hiking/recarea/?recid=32050&actid=50 target=""_blank"">Killen Creek Trailhead</a>",Killen Creek Trailhead,,Gifford Pinchot National Forest,,,,,Recreation Access,Trail Access,Trailhead,Owner: USFS,Free - No fee or pass,Amenities: No Potable Water,Features: Wildlife Viewing,Facilites: Trails,,"Summer Sports: Hiking, Horseback Riding; Winter Sports: Cross Country Skiing, Snowshoeing","Purchase a Cacades Volcano Pass if you are climbing above 7,000 feet in elevation in Mt. Adams Wilderness. Passes are available at the trailhead","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.288550,-121.552793,Trail Access
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recarea/?recid=41611 target=""_blank"">Loowit Observation Site</a>",Loowit Observation Site,,Gifford Pinchot National Forest,,,Season: Spring to Fall,,Recreation Facilities,Picnic or Day Use Area,Overlook,Owner: USFS,Free - No fee or pass,,Features: Scenic View,,Parking: Ample parking,,"This viewpoint, one mile before the Johnston Ridge Visitor Center, is a great stopping point to view the Mt St Helens Crater and surrounding geography.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.276825,-122.229634,Picnic Area or Viewpoint
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/camping-cabins/recarea/?recid=31432&actid=29 target=""_blank"">Takhlakh Lake Campground</a>",Takhlakh Lake Campground,,Gifford Pinchot National Forest,,,Season: Spring to Fall,,Recreation Facilities,Camping,Campground,"Owner: USFS; Manager: Private","Fee: $18 single site; $30 double site; $5 day use",Amenities: No Potable Water,Features: Wildlife Viewing,,"Standard Campground; 53 campsites; Elevation: 4416 ft","Summer Sports: Camping, Fishing, Hiking, Kayaking","A very popular campground with a loop and a tent-only spur, close to the shore of the lake. Campground also includes ten walk-in sites. The views across the lake of Mt. Adams are outstanding. At least four miles of gravel road to campground.","Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.278462,-121.599053,Camping
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/picnickinginfo/recarea/?recid=31430&actid=70 target=""_blank"">Takhlakh Lake Day Use Area</a>",Takhlakh Lake Day Use Area,,Gifford Pinchot National Forest,,,,,Recreation Facilities,Picnic or Day Use Area,Day Use Area,"Owner: USFS; Manager: Concessionaire",Fee: $5/day,Amenities: Bathroom,"Features: Lake Access, No Motorized Boats",Facilites: Boat Launch,Elevation: 4500 ft,"Summer Sports: Boating, Fishing, Kayaking",This day use area within the Takhlakh Lake Campground has a boat launch for non-motorized boats.,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.279978,-121.598665,Picnic Area or Viewpoint
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recarea/?recid=47025 target=""_blank"">Cedar Creek Viewpoint Interpretive Site</a>",Cedar Creek Viewpoint Interpretive Site,,Gifford Pinchot National Forest,,,Season: Spring to Fall,,Recreation Facilities,Picnic or Day Use Area,Scenic Viewing Area,Owner: USFS,Free - No fee or pass,,Features: Interpretive Signs,,Elevation: 4000 ft,,Viewing area and interpretive site at Cedar Creek Pass.,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.271590,-122.110449,Picnic Area or Viewpoint
,"<a href=http://www.fs.usda.gov/recarea/giffordpinchot/recreation/hiking/recarea/?recid=32024&actid=50 target=""_blank"">Divide Camp Trailhead</a>",Divide Camp Trailhead,,Gifford Pinchot National Forest,,,,,Recreation Access,Trail Access,Trailhead,Owner: USFS,Free - No fee or pass,Amenities: No Potable Water,,Facilites: Trails,,"Summer Sports: Hiking, Horseback Riding",,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.269225,-121.578644,Trail Access
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recreation/recarea/?recid=47046 target=""_blank"">Upper Smith Creek Trailhead</a>",Upper Smith Creek Trailhead,,Gifford Pinchot National Forest,,,Season: Summer to Fall (Best),,Recreation Access,Trail Access,Trailhead,Owner: USFS,Pass: Northwest Forest Pass,,,Facilites: Trails,"Elevation: 4200 ft; Parking: Paved parking area with room for about 5 cars.","Summer Sports: Hiking, Mountain Biking",This trailhead provides access to Smith Creek Trail.,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.258166,-122.116606,Trail Access
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recreation/recarea/?recid=41623 target=""_blank"">Smith Creek  Picnic Area & Viewpoint</a>",Smith Creek  Picnic Area & Viewpoint,,Gifford Pinchot National Forest,,,Season: Summer to Fall,,Recreation Facilities,Picnic or Day Use Area,Picnic Area,Owner: USFS,Pass: Northwest Forest Pass,"Amenities: Bathroom, Picnic Tables",Features: Interpretive Signs,,,,The Smith Creek Viewpoint offers great views of Smith Creek and a nice place to have a picnic lunch.  ,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.252758,-122.118569,Picnic Area or Viewpoint
,"<a href=http://www.fs.usda.gov/recarea/mountsthelens/recarea/?recid=66086 target=""_blank"">Clearwater Overlook</a>",Clearwater Overlook,,Gifford Pinchot National Forest,,,Season: Spring to Fall,,Recreation Facilities,Picnic or Day Use Area,Overlook,Owner: USFS,Free - No fee or pass,,,,,,This viewpoint that overlooks views of Mount St. Helens and the Clearwater Valley.,"Location contributed by <a href=http://www.fs.usda.gov/giffordpinchot/ target=""_blank"">Gifford Pinchot National Forest</a>",Open,46.237809,-121.986221,Picnic Area or Viewpoint
