Photo,Name,Name_,Links,Location,Contact,Hours,Season,Days_Open,Subtype,Category,Type,Management,Fee,Amenities,Features,Facilities,Details,Sports,Notes,Source,Status,Latitude,Longitude,MapCat
,"<a href=http://www.visitmorton.com/cityofmorton/parksrecreation.html target=""_blank"">Gust Backstrom Park</a>",Gust Backstrom Park,,"750 Main Ave., Morton",,,,,Recreation Areas,Park,Regional Park,Owner: Morton,"Fee: $5 day use (Fri-Sun), Camping $15-$32","Amenities: Bathroom, Campground, Campground Host, Picnic Shelter, Playground, RV Dump, Utility Hook-up",Features: River Access,Facilites: Baseball or Softball Field,Standard Campground,Summer Sports: Fishing,"This park on the Tilton River has a playground, picnic area, sports fields and riverside access for fishing and swimming. Want to camp out? Several RV sites are available and campfire pits are included too.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.559479,-122.284062,Regional Camping Park
,"<a href=http://ci.chehalis.wa.us/parksandrecreation/henderson-park target=""_blank"">Henderson Park</a>",Henderson Park,,"1321 S. Market Blvd, Chehalis",,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Chehalis,Free - No fee or pass,,,,,,This small park with numerous rose bushes has buildings that houses several city agencies and is available for recreation programs and meetings.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.653344,-122.953025,Neighborhood Park
,Jubilee Park,Jubilee Park,,"Knittles Way, Morton",,,Season: Year round (Open),,Recreation Areas,Park,,Owner: Morton,Free - No fee or pass,"Amenities: Bathroom, Picnic Shelter",,,,,"Nestled in the tall evergreen, old growth timber Jubilee Park is located next to the Logger's Jubilee arena and near the Morton High School. A picnic shelter and restrooms are available.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.555462,-122.270339,Neighborhood Park
,Logan Park,Logan Park,,Lewis County,,,,,Recreation Areas,Park,Neighborhood Park,Owner: Centralia School District,,"Amenities: Picnic Shelter, Picnic Tables, Playground",,"Facilites: Basketball Court, Tennis Court",,,This small park provides a wide range of active park amenities and a small open play field.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.731449,-122.941211,Neighborhood Park
,"<a href=http://discoverlewiscounty.com/outdoors/mayme-shaddock-park target=""_blank"">Mayme Shaddock Park (Napavine)</a>",Mayme Shaddock Park (Napavine),,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,,Owner: Napavine,Free - No fee or pass,"Amenities: Bathroom, BBQ Grill, Community Kitchen, Picnic Tables, Playground",Features: Gardens,"Facilites: Horseshoes, Trails, Volleyball Court",,,"This Park offers provides a beautiful area for the kids to play or to enjoy a picnic. It has a covered picnic and kitchen area, eight barbecue pits, swing sets, horseshoe pits, a sand volleyball court and walking trails.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.578697,-122.907319,Neighborhood Park
,"<a href=http://ci.chehalis.wa.us/parksandrecreation/millett-field target=""_blank"">Millet Field</a>",Millet Field,,"Chehalis Ave, Chehalis",,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Chehalis,Free - No fee or pass,,,Facilites: Basketball Court,,,"This park, once home to a semi-pro baseball field, now has an open field area.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.655867,-122.967721,Neighborhood Park
,Packwood Ball Park,Packwood Ball Park,,Lewis County,,,Season: Summer,,Recreation Areas,Park,Sports Fields,"Owner: Lewis County PUD; Manager: LC PUD",Free - No fee or pass,Amenities: Bathroom,,Facilites: Baseball or Softball Field,Parking: Large parking area,,This park is a perfect setting for touranment play or a family outing.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.623604,-121.684654,Sports Fields
,Pe Ell City Park,Pe Ell City Park,,Lewis County,,,,,Recreation Areas,Park,Neighborhood Park,"Owner: Town of PeEll; Manager: PeEll",,,,,,,,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Verify,46.567789,-123.299090,Neighborhood Park
,"<a href=http://ci.chehalis.wa.us/parksandrecreation/recreation-parkpenny-playground target=""_blank"">Recreation Park and Penny Playground</a>",Recreation Park and Penny Playground,,"221 SW 13th St, Chehalis",,,Season: Year round (Open),,Recreation Areas,Park,Community Park,Owner: Chehalis,Free - No fee or pass,"Amenities: Picnic Shelter, Picnic Tables, Playground, Spray Park",,Facilites: Baseball or Softball Field,,,"The Penny Playground with an extensive castle-style play structure.  The V.R. Lee Community Building and Fred Hess Kitchen are available to the public for family reunions, parties, meetings, and more. The park is also home to the city aquatic center.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.651608,-122.956239,Community Park
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=460 target=""_blank"">Rotary Riverside Park</a>",Rotary Riverside Park,,"Lowe Street North of Harrison, Centralia",,,Season: Early spring to late Fall,,Recreation Areas,Park,Community Park,Owner: Centralia,Free - No fee or pass,"Amenities: Bathroom, Picnic Shelter, Picnic Tables, Playground",Features: River Access,"Facilites: Baseball or Softball Field, Paved Paths, Skateboard Ramps, Soccer Field, Trails",Parking: This park has a paved parking lot,Summer Sports: Fishing,"This park on the Skookumchuck River hosts a 44,000 sq ft skate park, picnic areas, paths, sports fields and water access.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.725181,-122.970813,Community Park
,"<a href=http://discoverlewiscounty.com/outdoors/rose-park target=""_blank"">Rose County Park</a>",Rose County Park,,Lewis County,,Hours: Open Weekends Memorial Day through Labor Day,Season: Summer,,Recreation Areas,Park,Natural Area,Owner: Lewis County,,"Amenities: Picnic Shelter, Picnic Tables",,"Facilites: Horseshoes, Trails, Volleyball Court",1 miles of trails,,"Situated on 21 acres on Penning Road, this secluded forest park offers picnic tables, a short hiking loop that doubles as an exercise trail, covered picnic shelters, volleyball court, horseshoe pits and a group picnic area.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.615637,-123.074609,Recreation Area
,"<a href=http://discoverlewiscounty.com/outdoors/schaefer-park target=""_blank"">Schafer County Park</a>",Schafer County Park,,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,Natural Area,Owner: Lewis County,Free - No fee or pass,"Amenities: Picnic Shelter, Playground",Features: River Access,"Facilites: Horseshoes, Trails",,"Summer Sports: Fishing, Hiking",Lewis County's northernmost park offers prime access to the Skookumchuck River for fishing and other aquatic recreation.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.752025,-122.938515,Recreation Area
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=461 target=""_blank"">Seminary Hill Natural Area</a>",Seminary Hill Natural Area,,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,Natural Area,Owner: Centralia,Free - No fee or pass,Amenities: Picnic Tables,"Features: Interpretive Signs, Scenic View",Facilites: Trails,Parking: The site has a primitive parking area.,Summer Sports: Hiking,This large natural area on a hilltop overlooking Centralia and the Chehalis and Skookumchuck River Valleys has a trail system with interpretive signs.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.712948,-122.947950,Recreation Area
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=444 target=""_blank"">Borst Park</a>",Borst Park,,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,Regional Park,Owner: Centralia,Free - No fee or pass,"Amenities: Bathroom, Community Kitchen, Concession Stand, Picnic Shelter, Picnic Tables, Playground","Features: Gardens, Historic Site, Interpretive Signs, Lake Access, Off-Leash Area, River Access","Facilites: Baseball or Softball Field, Boat Launch, Horseshoes, Soccer Field, Tennis Court, Trails, Volleyball Court, Wading or Splash Pool",,"Summer Sports: Boating, Fishing, Hiking","This large park at the confluence of the Chehalis and Skookumchuck rivers is home to the historic Borst homestead, schoolhouse, arboretum and Fort Borst Blockhouse. It is the largest park in the city and is popular for families and groups.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.723581,-122.981699,Regional Park
,"<a href=http://discoverlewiscounty.com/outdoors/south-county-regional-park target=""_blank"">South County Regional Park</a>",South County Regional Park,,Lewis County,,,Season: Year round (Open),,Recreation Areas,Park,,Owner: Lewis County,Free - No fee or pass,Amenities: Picnic Tables,Features: Lake Access,"Facilites: Drift Boat or Kayak Launch, Swimming Area",,"Summer Sports: Fishing, Kayaking, Swimming","This park centers on a 17 acre pond stocked with trout by WDFW with a designated swim area.  The lake is a perfect area for beginning boaters to learn canoeing, kayaking and more. Its calm waters year-round appeal to people of all ages","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.431128,-122.842520,Neighborhood Park
,"<a href=http://ci.chehalis.wa.us/parksandrecreation/stan-hedwall-park target=""_blank"">Stan Hedwall Park</a>",Stan Hedwall Park,,"1501 Rice Road, Chehalis",,,Season: Year round (Open),,Recreation Areas,Park,Community Park,Owner: Chehalis,Free - No fee or pass,"Amenities: Bathroom, Cable TV hook-up, Campground, Picnic Shelter, Playground, Shower, Utility Hook-up",Features: River Access,"Facilites: Baseball or Softball Field, Soccer Field, Trails","29 campsites; 3 miles of trails","Summer Sports: Fishing, Hiking","This is Chehalis' largest park with ball fields; 29-sites for RVs; 200 acres of wooded land, open meadows and fields; a pavilion; big-toy playground; trails and more The Newaukum River flows through the wooded area of the park, providing good fishing.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.642289,-122.963591,Community Park
,"<a href=http://www.toledowa.us/parks.html target=""_blank"">Kemp Olson Memorial Park</a>",Kemp Olson Memorial Park,,Lewis County,,,,,Recreation Areas,Park,Community Park,Owner: Toledo,Free - No fee or pass . Additional fees: Camping Fee.,"Amenities: Bathroom, BBQ Grill, Campground, Community Kitchen, Playground, Potable Water, Shower, Utility Hook-up, Wi-Fi",Features: Memorial,,"Launch type: Camping fees from $10-$25/night.; Standard Campground; 12 campsites",,"This city park has a picnic area with kitchen, 12 RV sites and several tent camping areas. It can be rented for large events.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.437468,-122.853423,Community Park
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=445 target=""_blank"">Brick Wagner Park</a>",Brick Wagner Park,,Lewis County,,,,,Recreation Areas,Park,Natural Area,Owner: Centralia,Free - No fee or pass,Amenities: Picnic Tables,Features: Lake Access,,,Summer Sports: Fishing,This park is a popular water access site and affords interesting views of Plummer Lake.,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.716781,-122.972561,Recreation Area
,"<a href=http://ci.chehalis.wa.us/parksandrecreation/westside-park-0 target=""_blank"">Westside Playground</a>",Westside Playground,,"800 Block, NW West Street, Chehalis",,,Season: Year round (Open),,Recreation Areas,Park,Neighborhood Park,Owner: Chehalis,Free - No fee or pass,"Amenities: Picnic Shelter, Playground",,Facilites: Basketball Court,,,"Surrounded by cherry blossom trees, this neighborhood park is nestled in the Pennsylvania Avenue - Westside Historic District.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.666403,-122.978240,Neighborhood Park
,"<a href=http://www.cityofcentralia.com/Page.asp?NavID=467 target=""_blank"">Wilbur Parkins Park</a>",Wilbur Parkins Park,,Lewis County,,,,,Recreation Areas,Park,Natural Area,Owner: Centralia,Free - No fee or pass,Amenities: Picnic Tables,"Features: Beach, River Access",,Parking: This site has a primitive parking area.,"Summer Sports: Fishing, Swimming","This undeveloped park has gravel beaches and provides access to secluded section of the Skookumchuck River. Due to budgetary constraints, the park is currently receiving minimal services.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.732621,-122.951031,Recreation Area
,"<a href=http://discoverlewiscounty.com/outdoors/winolequa-park target=""_blank"">Winolequa Park</a>",Winolequa Park,,Lewis County,,,,,Recreation Areas,Park,Community Park,Owner: Winlock,Free - No fee or pass,"Amenities: Bathroom, Campground Host, Camping Area, Community Kitchen, Concession Stand, Picnic Shelter, Picnic Tables",,Facilites: Baseball or Softball Field,"Dispersed Camping; 10 campsites",,"This picturesque park is the jewel of Winlock and its most well-known recreational offering. Winolequa Park consists of sports fields, picnic spaces and a pavilion. There is a camping are behind the ball fields but no facilities.","Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.504800,-122.929048,Community Park
,"<a href=http://www.dnr.wa.gov/managed-lands/forest-and-trust-lands/yacolt-burn-state-forest target=""_blank"">Winston Creek Campground</a>",Winston Creek Campground,,Lewis County,,,,,Recreation Facilities,Camping,Campground,Owner: WDNR,Pass: Discover Pass,,Features: River Access,,"Primitive Camping; 12 campsites",Summer Sports: Hunting,This fully forested and streamside campground offers visitors 12 campsites. It's located within Winston Creek Forest Block that offers only dispersed recreation aside from the campground and is very popular for elk hunting,"Location contributed by <a href=http://lewiscountywa.gov/ target=""_blank"">Lewis County</a>",Open,46.478266,-122.505539,Camping
,Kokanee Lake Boat Launch,Kokanee Lake Boat Launch,,Mason County,,,,,Recreation Access,Water Access,Boat Launch,Owner: Tacoma Power,Free - No fee or pass,Amenities: Bathroom,Features: Lake Access,,Paved Launch,,This boat launch may be difficult to access as it is not well maintained.,"Location contributed by <a href=http://www.co.mason.wa.us/parks/ target=""_blank"">Mason County</a>",Open,47.398246,-123.198102,Boating
,"<a href=http://www.dnr.wa.gov/GreenMountainTahuya target=""_blank"">Robbins Lake Boat Launch</a>",Robbins Lake Boat Launch,,Mason County,,,Season: Year round (Open),,Recreation Access,Water Access,Boat Launch,Owner: WDNR,Pass: Discover Pass,,,"Facilites: Boat Launch, Drift Boat or Kayak Launch",Hand Launch,"Summer Sports: Fishing, Kayaking",This lake offers a beautifull setting for fishing canoeing or kayaking. There is currently no vehicle access due to road construction.,"Location contributed by <a href=http://www.dnr.wa.gov/ target=""_blank"">WDNR</a>",Open,47.428015,-123.079365,Boating
